"s7_maxleft_east, s7_maxleft_north, s7_minleft15_east, s7_minleft15_north, s7_ref_east, s7_ref_north, s7_minright15_east, s7_minright15_north, s7_maxright_east, s7_maxright_north"
661485.5142896349,1509528.3208406642,661487.5565496144,1509528.309141325,661487.6699050758,1509528.3628081733,661487.867987895,1509528.283561258,661489.8045628536,1509528.5012053042
